image_path,class,xmin,ymin,xmax,ymax
train_images\14ABC.jpg,14,118,221,134,242
train_images\14ABC.jpg,14,118,256,134,278
train_images\14ABC.jpg,14,118,293,134,314
train_images\14ABC.jpg,14,117,330,135,351
train_images\14ABC.jpg,14,117,366,135,389
train_images\14ABC.jpg,14,117,402,135,423
train_images\14ABC.jpg,14,117,439,134,461
train_images\14ABC.jpg,14,117,480,135,503
train_images\14ABC.jpg,14,117,518,135,539
train_images\14ABC.jpg,14,117,554,134,576
train_images\14ABC.jpg,14,117,593,134,616
train_images\14ABC.jpg,14,117,631,134,655
train_images\14ABC.jpg,14,118,669,133,694
train_images\14ABC.jpg,14,118,708,134,731
train_images\14ABC.jpg,14,117,746,134,769
train_images\14ABC.jpg,14,117,785,135,807
train_images\14ABC.jpg,14,119,824,135,846
train_images\14ABC.jpg,145,137,824,153,846
train_images\14ABC.jpg,145,136,746,153,769
train_images\14ABC.jpg,145,136,784,153,807
train_images\14ABC.jpg,145,136,708,152,730
train_images\14ABC.jpg,145,135,670,153,693
train_images\14ABC.jpg,145,136,632,153,655
train_images\14ABC.jpg,145,136,593,153,616
train_images\14ABC.jpg,145,136,555,153,577
train_images\14ABC.jpg,145,137,518,153,539
train_images\14ABC.jpg,145,136,481,153,505
train_images\14ABC.jpg,145,135,439,151,463
train_images\14ABC.jpg,145,136,403,151,425
train_images\14ABC.jpg,145,136,366,151,388
train_images\14ABC.jpg,145,136,328,152,351
train_images\14ABC.jpg,145,136,292,152,314
train_images\14ABC.jpg,145,136,257,152,279
train_images\14ABC.jpg,145,136,221,152,243
train_images\14ABC.jpg,145,138,185,151,205
train_images\14ABC.jpg,145,137,151,152,171
train_images\14ABC.jpg,145,154,116,170,135
train_images\14ABC.jpg,15,155,150,171,172
train_images\14ABC.jpg,15,153,185,169,205
train_images\14ABC.jpg,15,154,221,169,241
train_images\14ABC.jpg,15,153,257,170,277
train_images\14ABC.jpg,15,153,293,170,314
train_images\14ABC.jpg,15,153,329,170,350
train_images\14ABC.jpg,15,153,366,169,386
train_images\14ABC.jpg,15,153,403,169,424
train_images\14ABC.jpg,15,153,440,170,462
train_images\14ABC.jpg,15,154,480,171,503
train_images\14ABC.jpg,15,154,516,170,539
train_images\14ABC.jpg,15,154,555,170,578
train_images\14ABC.jpg,15,154,594,170,616
train_images\14ABC.jpg,15,154,631,171,654
train_images\14ABC.jpg,15,154,670,171,693
train_images\14ABC.jpg,15,154,708,170,729
train_images\14ABC.jpg,15,154,746,171,770
train_images\14ABC.jpg,15,155,785,171,806
train_images\14ABC.jpg,15,155,823,170,846
train_images\14ABC.jpg,15,172,116,186,136
train_images\14ABC.jpg,124,189,116,204,135
train_images\14ABC.jpg,124,172,150,187,171
train_images\14ABC.jpg,124,170,185,187,205
train_images\14ABC.jpg,124,171,220,186,239
train_images\14ABC.jpg,124,171,257,187,277
train_images\14ABC.jpg,124,171,292,187,315
train_images\14ABC.jpg,124,172,327,187,351
train_images\14ABC.jpg,124,171,403,187,426
train_images\14ABC.jpg,124,171,365,186,387
train_images\14ABC.jpg,124,172,439,187,462
train_images\14ABC.jpg,124,172,479,187,502
train_images\14ABC.jpg,124,172,517,189,539
train_images\14ABC.jpg,124,172,554,189,578
train_images\14ABC.jpg,124,172,593,189,617
train_images\14ABC.jpg,124,173,631,188,654
train_images\14ABC.jpg,124,172,669,188,692
train_images\14ABC.jpg,124,172,708,188,730
train_images\14ABC.jpg,124,172,745,189,771
train_images\14ABC.jpg,124,173,785,188,806
train_images\14ABC.jpg,124,173,823,189,846
train_images\14ABC.jpg,1245,207,115,221,136
train_images\14ABC.jpg,1245,189,150,203,168
train_images\14ABC.jpg,1245,189,185,202,205
train_images\14ABC.jpg,1245,188,219,201,240
train_images\14ABC.jpg,1245,188,256,203,276
train_images\14ABC.jpg,1245,189,292,203,313
train_images\14ABC.jpg,1245,188,327,204,349
train_images\14ABC.jpg,1245,188,365,203,385
train_images\14ABC.jpg,1245,189,402,204,423
train_images\14ABC.jpg,1245,189,439,204,461
train_images\14ABC.jpg,1245,190,480,206,501
train_images\14ABC.jpg,1245,190,516,207,539
train_images\14ABC.jpg,1245,190,554,206,578
train_images\14ABC.jpg,1245,190,631,208,654
train_images\14ABC.jpg,1245,190,592,207,616
train_images\14ABC.jpg,1245,190,669,207,691
train_images\14ABC.jpg,1245,189,707,207,729
train_images\14ABC.jpg,1245,191,746,207,770
train_images\14ABC.jpg,1245,191,785,207,808
train_images\14ABC.jpg,1245,191,823,207,846
train_images\14ABC.jpg,125,225,115,238,134
train_images\14ABC.jpg,125,206,149,220,171
train_images\14ABC.jpg,125,205,219,220,239
train_images\14ABC.jpg,125,205,184,220,205
train_images\14ABC.jpg,125,205,255,221,278
train_images\14ABC.jpg,125,205,290,222,313
train_images\14ABC.jpg,125,206,327,222,350
train_images\14ABC.jpg,125,207,364,222,386
train_images\14ABC.jpg,125,207,402,223,423
train_images\14ABC.jpg,125,207,439,224,462
train_images\14ABC.jpg,125,207,479,225,502
train_images\14ABC.jpg,125,209,516,224,538
train_images\14ABC.jpg,125,208,554,224,576
train_images\14ABC.jpg,125,208,592,225,616
train_images\14ABC.jpg,125,209,630,226,654
train_images\14ABC.jpg,125,209,669,225,690
train_images\14ABC.jpg,125,209,706,225,729
train_images\14ABC.jpg,125,209,746,225,769
train_images\14ABC.jpg,125,209,785,226,807
train_images\14ABC.jpg,125,209,823,227,845
train_images\14ABC.jpg,24,242,115,257,135
train_images\14ABC.jpg,24,224,183,238,205
train_images\14ABC.jpg,24,224,147,240,170
train_images\14ABC.jpg,24,223,218,240,239
train_images\14ABC.jpg,24,224,255,240,277
train_images\14ABC.jpg,24,225,290,240,312
train_images\14ABC.jpg,24,225,328,240,349
train_images\14ABC.jpg,24,225,365,241,386
train_images\14ABC.jpg,24,226,401,242,423
train_images\14ABC.jpg,24,227,439,241,461
train_images\14ABC.jpg,24,227,480,241,501
train_images\14ABC.jpg,24,227,553,242,576
train_images\14ABC.jpg,24,227,516,242,540
train_images\14ABC.jpg,24,227,591,243,617
train_images\14ABC.jpg,24,228,630,243,654
train_images\14ABC.jpg,24,227,668,243,691
train_images\14ABC.jpg,24,227,706,243,730
train_images\14ABC.jpg,24,227,746,244,768
train_images\14ABC.jpg,24,228,785,246,809
train_images\14ABC.jpg,24,229,823,244,846
train_images\14ABC.jpg,245,248,825,262,848
train_images\14ABC.jpg,245,248,786,261,809
train_images\14ABC.jpg,245,246,746,261,768
train_images\14ABC.jpg,245,246,706,261,730
train_images\14ABC.jpg,245,246,668,261,690
train_images\14ABC.jpg,245,245,630,260,654
train_images\14ABC.jpg,245,245,591,262,617
train_images\14ABC.jpg,245,245,555,262,577
train_images\14ABC.jpg,245,245,516,262,541
train_images\14ABC.jpg,245,245,479,260,501
train_images\14ABC.jpg,245,244,439,261,462
train_images\14ABC.jpg,245,244,402,260,424
train_images\14ABC.jpg,245,243,365,259,387
train_images\14ABC.jpg,245,242,328,258,350
train_images\14ABC.jpg,245,243,291,257,313
train_images\14ABC.jpg,245,243,255,258,278
train_images\14ABC.jpg,245,242,218,257,240
train_images\14ABC.jpg,245,242,183,257,204
train_images\14ABC.jpg,245,242,148,256,169
train_images\14ABC.jpg,245,259,114,274,135
train_images\14ABC.jpg,13,276,114,291,134
train_images\14ABC.jpg,13,259,149,273,168
train_images\14ABC.jpg,13,259,218,274,240
train_images\14ABC.jpg,13,259,181,274,205
train_images\14ABC.jpg,13,260,255,275,277
train_images\14ABC.jpg,13,260,290,275,314
train_images\14ABC.jpg,13,260,327,276,350
train_images\14ABC.jpg,13,261,364,275,387
train_images\14ABC.jpg,13,262,402,276,424
train_images\14ABC.jpg,13,263,439,277,462
train_images\14ABC.jpg,13,262,479,277,501
train_images\14ABC.jpg,13,263,516,278,539
train_images\14ABC.jpg,13,264,554,279,577
train_images\14ABC.jpg,13,263,590,279,615
train_images\14ABC.jpg,13,263,630,280,653
train_images\14ABC.jpg,13,263,667,279,690
train_images\14ABC.jpg,13,264,706,279,729
train_images\14ABC.jpg,13,265,746,279,768
train_images\14ABC.jpg,13,265,785,279,809
train_images\14ABC.jpg,13,265,823,279,846
train_images\14ABC.jpg,123,284,822,299,846
train_images\14ABC.jpg,123,283,784,298,807
train_images\14ABC.jpg,123,282,745,296,767
train_images\14ABC.jpg,123,283,707,296,729
train_images\14ABC.jpg,123,281,667,295,689
train_images\14ABC.jpg,123,282,629,295,652
train_images\14ABC.jpg,123,282,591,295,613
train_images\14ABC.jpg,123,281,553,296,576
train_images\14ABC.jpg,123,281,516,296,539
train_images\14ABC.jpg,123,281,479,295,501
train_images\14ABC.jpg,123,281,439,295,461
train_images\14ABC.jpg,123,279,402,294,424
train_images\14ABC.jpg,123,279,365,293,387
train_images\14ABC.jpg,123,279,328,294,349
train_images\14ABC.jpg,123,278,291,293,312
train_images\14ABC.jpg,123,277,254,292,276
train_images\14ABC.jpg,123,276,218,290,240
train_images\14ABC.jpg,123,276,182,290,203
train_images\14ABC.jpg,123,276,148,290,169
train_images\14ABC.jpg,123,294,114,308,135
train_images\14ABC.jpg,134,311,114,325,133
train_images\14ABC.jpg,134,293,147,307,168
train_images\14ABC.jpg,134,294,182,308,205
train_images\14ABC.jpg,134,293,217,307,238
train_images\14ABC.jpg,134,294,254,309,276
train_images\14ABC.jpg,134,295,291,310,313
train_images\14ABC.jpg,134,297,365,311,387
train_images\14ABC.jpg,134,296,328,311,349
train_images\14ABC.jpg,134,297,402,311,424
train_images\14ABC.jpg,134,298,478,313,501
train_images\14ABC.jpg,134,297,439,313,461
train_images\14ABC.jpg,134,298,516,314,539
train_images\14ABC.jpg,134,299,590,315,612
train_images\14ABC.jpg,134,299,553,315,576
train_images\14ABC.jpg,134,300,666,316,690
train_images\14ABC.jpg,134,299,628,316,651
train_images\14ABC.jpg,134,300,704,316,729
train_images\14ABC.jpg,134,299,743,316,768
train_images\14ABC.jpg,134,301,821,318,846
train_images\14ABC.jpg,134,301,783,315,807
train_images\14ABC.jpg,1345,328,113,344,135
train_images\14ABC.jpg,1345,346,147,361,167
train_images\14ABC.jpg,1345,312,148,326,167
train_images\14ABC.jpg,1345,362,112,377,133
train_images\14ABC.jpg,1345,312,181,326,203
train_images\14ABC.jpg,1345,346,181,361,203
train_images\14ABC.jpg,1345,312,217,326,238
train_images\14ABC.jpg,1345,312,254,327,276
train_images\14ABC.jpg,1345,347,253,362,276
train_images\14ABC.jpg,1345,312,290,329,313
train_images\14ABC.jpg,1345,347,289,363,312
train_images\14ABC.jpg,1345,313,327,328,348
train_images\14ABC.jpg,1345,315,365,328,385
train_images\14ABC.jpg,1345,349,327,365,347
train_images\14ABC.jpg,1345,350,365,365,384
train_images\14ABC.jpg,1345,314,402,329,425
train_images\14ABC.jpg,1345,351,401,366,424
train_images\14ABC.jpg,1345,315,438,330,460
train_images\14ABC.jpg,1345,351,438,365,460
train_images\14ABC.jpg,1345,316,478,332,500
train_images\14ABC.jpg,1345,351,477,367,499
train_images\14ABC.jpg,1345,317,514,332,538
train_images\14ABC.jpg,1345,317,552,332,575
train_images\14ABC.jpg,1345,354,552,367,573
train_images\14ABC.jpg,1345,318,590,333,612
train_images\14ABC.jpg,1345,353,589,369,612
train_images\14ABC.jpg,1345,318,629,333,651
train_images\14ABC.jpg,1345,318,666,332,688
train_images\14ABC.jpg,1345,354,664,369,688
train_images\14ABC.jpg,1345,318,704,334,728
train_images\14ABC.jpg,1345,318,744,334,768
train_images\14ABC.jpg,1345,355,743,371,766
train_images\14ABC.jpg,1345,355,703,370,726
train_images\14ABC.jpg,1345,319,782,335,806
train_images\14ABC.jpg,1345,320,821,336,847
train_images\14ABC.jpg,1345,356,781,370,804
train_images\14ABC.jpg,1345,356,820,371,845
train_images\14ABC.jpg,4,347,113,360,134
train_images\14ABC.jpg,4,330,181,344,204
train_images\14ABC.jpg,4,330,147,343,166
train_images\14ABC.jpg,4,330,217,345,237
train_images\14ABC.jpg,4,330,253,344,276
train_images\14ABC.jpg,4,332,290,344,313
train_images\14ABC.jpg,4,331,364,346,384
train_images\14ABC.jpg,4,333,401,347,425
train_images\14ABC.jpg,4,331,328,345,347
train_images\14ABC.jpg,4,333,438,347,460
train_images\14ABC.jpg,4,334,478,349,499
train_images\14ABC.jpg,4,335,516,351,537
train_images\14ABC.jpg,4,334,552,351,573
train_images\14ABC.jpg,4,335,589,350,611
train_images\14ABC.jpg,4,336,628,351,650
train_images\14ABC.jpg,4,336,666,350,688
train_images\14ABC.jpg,4,336,744,351,766
train_images\14ABC.jpg,4,337,782,353,806
train_images\14ABC.jpg,4,338,821,353,845
train_images\14ABC.jpg,4,337,704,352,729
train_images\14ABC.jpg,1345,353,514,367,537
train_images\14ABC.jpg,1345,354,627,369,650
train_images\14ABC.jpg,1345,347,217,362,238
train_images\14ABC.jpg,135,381,113,394,133
train_images\14ABC.jpg,135,364,181,379,203
train_images\14ABC.jpg,135,365,217,379,238
train_images\14ABC.jpg,135,366,254,379,277
train_images\14ABC.jpg,135,367,326,381,347
train_images\14ABC.jpg,135,367,364,382,385
train_images\14ABC.jpg,135,368,401,383,424
train_images\14ABC.jpg,135,370,476,384,499
train_images\14ABC.jpg,135,370,551,386,576
train_images\14ABC.jpg,135,370,513,384,536
train_images\14ABC.jpg,135,371,589,386,611
train_images\14ABC.jpg,135,371,627,387,650
train_images\14ABC.jpg,135,373,664,387,688
train_images\14ABC.jpg,135,372,703,388,727
train_images\14ABC.jpg,135,373,741,389,767
train_images\14ABC.jpg,135,374,781,389,805
train_images\14ABC.jpg,135,374,820,392,845
train_images\14ABC.jpg,135,369,438,384,460
train_images\14ABC.jpg,135,366,289,381,311
train_images\14ABC.jpg,135,364,146,378,167
train_images\14ABC.jpg,1234,398,112,412,132
train_images\14ABC.jpg,1234,382,181,397,203
train_images\14ABC.jpg,1234,381,145,397,168
train_images\14ABC.jpg,1234,382,252,398,276
train_images\14ABC.jpg,1234,383,289,400,311
train_images\14ABC.jpg,1234,384,325,400,348
train_images\14ABC.jpg,1234,385,400,402,422
train_images\14ABC.jpg,1234,384,363,399,386
train_images\14ABC.jpg,1234,387,437,402,459
train_images\14ABC.jpg,1234,387,475,402,499
train_images\14ABC.jpg,1234,387,513,403,536
train_images\14ABC.jpg,1234,388,551,404,575
train_images\14ABC.jpg,1234,388,588,404,611
train_images\14ABC.jpg,1234,389,627,406,650
train_images\14ABC.jpg,1234,390,663,406,688
train_images\14ABC.jpg,1234,390,703,407,727
train_images\14ABC.jpg,1234,391,742,407,767
train_images\14ABC.jpg,1234,392,781,408,807
train_images\14ABC.jpg,1234,393,820,409,844
train_images\14ABC.jpg,1234,382,216,398,239
train_images\14ABC.jpg,12345,416,111,429,132
train_images\14ABC.jpg,12345,398,145,414,166
train_images\14ABC.jpg,12345,399,181,413,201
train_images\14ABC.jpg,12345,399,252,415,275
train_images\14ABC.jpg,12345,400,215,414,239
train_images\14ABC.jpg,12345,402,289,418,311
train_images\14ABC.jpg,12345,402,325,418,347
train_images\14ABC.jpg,12345,403,362,418,385
train_images\14ABC.jpg,12345,404,399,418,422
train_images\14ABC.jpg,12345,404,437,418,459
train_images\14ABC.jpg,12345,405,476,420,499
train_images\14ABC.jpg,12345,405,513,421,536
train_images\14ABC.jpg,12345,406,550,421,574
train_images\14ABC.jpg,12345,407,587,422,611
train_images\14ABC.jpg,12345,408,626,424,650
train_images\14ABC.jpg,12345,409,663,424,690
train_images\14ABC.jpg,12345,409,702,424,727
train_images\14ABC.jpg,12345,410,741,425,766
train_images\14ABC.jpg,12345,410,780,427,804
train_images\14ABC.jpg,12345,411,819,427,845
train_images\14ABC.jpg,1235,429,819,444,844
train_images\14ABC.jpg,1235,429,778,442,803
train_images\14ABC.jpg,1235,428,740,443,765
train_images\14ABC.jpg,1235,427,701,442,726
train_images\14ABC.jpg,1235,426,662,441,688
train_images\14ABC.jpg,1235,426,625,440,649
train_images\14ABC.jpg,1235,424,587,439,610
train_images\14ABC.jpg,1235,424,549,439,575
train_images\14ABC.jpg,1235,423,512,438,536
train_images\14ABC.jpg,4,423,476,439,499
train_images\14ABC.jpg,1235,422,437,439,460
train_images\14ABC.jpg,1235,420,362,435,385
train_images\14ABC.jpg,1235,421,399,436,422
train_images\14ABC.jpg,1235,421,325,434,347
train_images\14ABC.jpg,1235,418,251,433,273
train_images\14ABC.jpg,1235,417,214,432,237
train_images\14ABC.jpg,1235,420,288,434,313
train_images\14ABC.jpg,1235,415,180,430,201
train_images\14ABC.jpg,1235,417,145,429,166
train_images\14ABC.jpg,1235,433,110,447,133
train_images\14ABC.jpg,234,433,145,449,168
train_images\14ABC.jpg,234,435,216,452,238
train_images\14ABC.jpg,234,434,179,449,200
train_images\14ABC.jpg,234,436,251,451,275
train_images\14ABC.jpg,234,436,288,451,311
train_images\14ABC.jpg,234,438,325,452,348
train_images\14ABC.jpg,234,439,399,454,421
train_images\14ABC.jpg,234,438,363,453,384
train_images\14ABC.jpg,234,441,436,455,459
train_images\14ABC.jpg,234,441,513,456,535
train_images\14ABC.jpg,234,440,475,455,497
train_images\14ABC.jpg,234,441,548,457,574
train_images\14ABC.jpg,234,443,587,458,610
train_images\14ABC.jpg,234,443,625,461,649
train_images\14ABC.jpg,234,444,663,460,688
train_images\14ABC.jpg,234,446,738,463,767
train_images\14ABC.jpg,234,445,701,460,725
train_images\14ABC.jpg,234,448,780,463,804
train_images\14ABC.jpg,234,448,818,464,843
train_images\14ABC.jpg,2345,467,819,482,841
train_images\14ABC.jpg,2345,466,779,479,802
train_images\14ABC.jpg,2345,466,741,480,764
train_images\14ABC.jpg,2345,464,703,479,726
train_images\14ABC.jpg,2345,462,664,479,687
train_images\14ABC.jpg,2345,461,588,476,610
train_images\14ABC.jpg,2345,462,624,477,648
train_images\14ABC.jpg,2345,460,550,475,573
train_images\14ABC.jpg,2345,458,512,475,534
train_images\14ABC.jpg,2345,458,474,473,499
train_images\14ABC.jpg,2345,458,436,472,457
train_images\14ABC.jpg,2345,457,399,472,421
train_images\14ABC.jpg,136,474,399,490,420
train_images\14ABC.jpg,136,475,435,491,457
train_images\14ABC.jpg,2345,457,362,472,383
train_images\14ABC.jpg,2345,455,325,471,347
train_images\14ABC.jpg,2345,454,288,469,310
train_images\14ABC.jpg,2345,454,251,468,274
train_images\14ABC.jpg,2345,452,143,466,167
train_images\14ABC.jpg,2345,452,178,466,201
train_images\14ABC.jpg,2345,453,215,466,237
train_images\14ABC.jpg,136,468,110,480,133
train_images\14ABC.jpg,136,470,145,483,168
train_images\14ABC.jpg,136,470,215,483,239
train_images\14ABC.jpg,136,470,180,483,203
train_images\14ABC.jpg,136,472,251,484,273
train_images\14ABC.jpg,136,473,287,487,310
train_images\14ABC.jpg,136,474,324,489,347
train_images\14ABC.jpg,136,474,360,489,384
train_images\14ABC.jpg,136,476,472,491,500
train_images\14ABC.jpg,136,477,510,492,535
train_images\14ABC.jpg,136,478,548,492,573
train_images\14ABC.jpg,136,479,587,494,610
train_images\14ABC.jpg,136,480,623,495,648
train_images\14ABC.jpg,136,482,662,496,687
train_images\14ABC.jpg,136,483,700,497,726
train_images\14ABC.jpg,136,484,778,499,803
train_images\14ABC.jpg,136,483,740,500,766
train_images\14ABC.jpg,136,485,817,500,841
train_images\14ABC.jpg,1236,503,817,519,840
train_images\14ABC.jpg,1236,502,778,519,802
train_images\14ABC.jpg,1236,502,740,518,764
train_images\14ABC.jpg,1236,500,699,516,727
train_images\14ABC.jpg,1236,498,662,515,688
train_images\14ABC.jpg,1236,498,623,513,648
train_images\14ABC.jpg,1236,497,584,513,613
train_images\14ABC.jpg,1236,496,547,512,573
train_images\14ABC.jpg,1236,494,511,510,534
train_images\14ABC.jpg,1236,494,472,509,496
train_images\14ABC.jpg,1236,494,435,508,456
train_images\14ABC.jpg,1236,492,398,507,421
train_images\14ABC.jpg,1236,491,361,508,385
train_images\14ABC.jpg,1236,491,321,506,349
train_images\14ABC.jpg,1236,490,284,505,311
train_images\14ABC.jpg,1236,488,250,504,273
train_images\14ABC.jpg,1236,487,214,505,239
train_images\14ABC.jpg,1236,487,178,504,203
train_images\14ABC.jpg,1236,485,144,502,168
train_images\14ABC.jpg,1236,484,110,499,132
train_images\14ABC.jpg,2456,503,110,516,133
train_images\14ABC.jpg,2456,504,143,517,166
train_images\14ABC.jpg,2456,506,214,520,236
train_images\14ABC.jpg,2456,505,178,518,202
train_images\14ABC.jpg,2456,507,249,521,273
train_images\14ABC.jpg,2456,509,284,523,309
train_images\14ABC.jpg,2456,509,323,523,347
train_images\14ABC.jpg,2456,511,360,524,382
train_images\14ABC.jpg,2456,511,397,525,420
train_images\14ABC.jpg,2456,511,434,527,457
train_images\14ABC.jpg,2456,513,474,527,497
train_images\14ABC.jpg,2456,514,512,528,534
train_images\14ABC.jpg,2456,516,586,531,611
train_images\14ABC.jpg,2456,515,548,529,572
train_images\14ABC.jpg,2456,517,622,531,650
train_images\14ABC.jpg,2456,517,662,531,686
train_images\14ABC.jpg,2456,519,699,534,726
train_images\14ABC.jpg,2456,520,740,535,765
train_images\14ABC.jpg,2456,521,777,536,803
train_images\14ABC.jpg,2456,521,817,537,843
train_images\14ABC.jpg,1346,539,816,556,839
train_images\14ABC.jpg,1346,539,778,554,801
train_images\14ABC.jpg,1346,537,738,553,763
train_images\14ABC.jpg,1346,536,699,552,725
train_images\14ABC.jpg,1346,534,661,550,687
train_images\14ABC.jpg,1346,533,622,549,648
train_images\14ABC.jpg,1346,533,586,547,610
train_images\14ABC.jpg,1346,532,548,547,572
train_images\14ABC.jpg,1346,530,510,545,534
train_images\14ABC.jpg,1346,530,472,545,497
train_images\14ABC.jpg,1346,529,432,545,457
train_images\14ABC.jpg,1346,527,359,542,382
train_images\14ABC.jpg,1346,528,395,543,419
train_images\14ABC.jpg,1346,526,286,540,309
train_images\14ABC.jpg,1346,525,250,539,272
train_images\14ABC.jpg,1346,527,324,542,346
train_images\14ABC.jpg,1346,523,214,537,236
train_images\14ABC.jpg,1346,521,178,537,201
train_images\14ABC.jpg,1346,521,145,536,166
train_images\14ABC.jpg,1346,520,110,533,132
train_images\14ABC.jpg,13456,538,111,550,132
train_images\14ABC.jpg,13456,538,146,552,167
train_images\14ABC.jpg,13456,540,179,554,201
train_images\14ABC.jpg,13456,540,214,554,237
train_images\14ABC.jpg,13456,542,250,555,273
train_images\14ABC.jpg,13456,542,285,557,308
train_images\14ABC.jpg,13456,544,322,559,345
train_images\14ABC.jpg,13456,544,359,560,382
train_images\14ABC.jpg,13456,547,433,562,457
train_images\14ABC.jpg,13456,545,396,560,420
train_images\14ABC.jpg,13456,547,471,561,495
train_images\14ABC.jpg,13456,549,510,564,533
train_images\14ABC.jpg,13456,549,547,564,571
train_images\14ABC.jpg,13456,550,585,565,610
train_images\14ABC.jpg,13456,552,623,568,646
train_images\14ABC.jpg,13456,553,659,569,686
train_images\14ABC.jpg,13456,555,699,569,725
train_images\14ABC.jpg,13456,555,737,571,763
train_images\14ABC.jpg,13456,556,777,572,801
train_images\14ABC.jpg,13456,559,815,575,841
train_images\14ABC.jpg,1356,577,816,594,841
train_images\14ABC.jpg,1356,575,776,591,801
train_images\14ABC.jpg,1356,573,737,589,761
train_images\14ABC.jpg,1356,573,700,589,725
train_images\14ABC.jpg,1356,571,660,588,685
train_images\14ABC.jpg,1356,570,623,584,648
train_images\14ABC.jpg,1356,566,512,581,534
train_images\14ABC.jpg,1356,569,585,585,607
train_images\14ABC.jpg,1356,568,547,584,570
train_images\14ABC.jpg,1356,564,472,582,498
train_images\14ABC.jpg,1356,565,432,580,456
train_images\14ABC.jpg,1356,564,396,582,419
train_images\14ABC.jpg,1356,563,358,580,382
train_images\14ABC.jpg,1356,562,321,578,346
train_images\14ABC.jpg,1356,561,284,576,308
train_images\14ABC.jpg,1356,558,250,573,272
train_images\14ABC.jpg,1356,558,213,573,237
train_images\14ABC.jpg,1356,555,144,570,169
train_images\14ABC.jpg,1356,557,179,572,201
train_images\14ABC.jpg,1356,554,110,568,133
train_images\15ABC.jpg,1,87,116,99,134
train_images\15ABC.jpg,1,85,152,102,171
train_images\15ABC.jpg,1,85,187,102,208
train_images\15ABC.jpg,1,84,221,102,243
train_images\15ABC.jpg,1,84,258,100,278
train_images\15ABC.jpg,1,84,294,100,314
train_images\15ABC.jpg,1,83,329,100,352
train_images\15ABC.jpg,1,82,366,100,387
train_images\15ABC.jpg,1,82,402,99,425
train_images\15ABC.jpg,1,82,439,99,460
train_images\15ABC.jpg,1,82,479,96,500
train_images\15ABC.jpg,1,81,516,98,539
train_images\15ABC.jpg,1,82,554,98,578
train_images\15ABC.jpg,1,81,591,98,615
train_images\15ABC.jpg,1,82,630,97,652
train_images\15ABC.jpg,1,82,669,96,692
train_images\15ABC.jpg,1,81,707,98,729
train_images\15ABC.jpg,1,82,745,98,768
train_images\15ABC.jpg,1,82,783,97,806
train_images\15ABC.jpg,1,83,822,98,843
train_images\15ABC.jpg,12,103,115,117,133
train_images\15ABC.jpg,12,103,187,118,206
train_images\15ABC.jpg,12,103,222,117,242
train_images\15ABC.jpg,12,101,258,116,277
train_images\15ABC.jpg,12,101,293,116,313
train_images\15ABC.jpg,12,102,330,117,350
train_images\15ABC.jpg,12,101,365,117,386
train_images\15ABC.jpg,12,101,404,116,424
train_images\15ABC.jpg,12,101,440,114,460
train_images\15ABC.jpg,12,99,479,114,499
train_images\15ABC.jpg,12,101,518,115,538
train_images\15ABC.jpg,12,100,555,116,577
train_images\15ABC.jpg,12,100,592,117,614
train_images\15ABC.jpg,12,100,631,117,653
train_images\15ABC.jpg,12,99,669,116,693
train_images\15ABC.jpg,12,100,708,115,729
train_images\15ABC.jpg,12,101,746,115,767
train_images\15ABC.jpg,12,100,784,115,804
train_images\15ABC.jpg,12,101,822,116,844
train_images\15ABC.jpg,12,103,151,117,171
train_images\15ABC.jpg,14,120,115,135,135
train_images\15ABC.jpg,14,120,149,134,168
train_images\15ABC.jpg,14,120,186,133,204
train_images\15ABC.jpg,14,120,221,132,241
train_images\15ABC.jpg,14,118,257,133,276
train_images\15ABC.jpg,14,118,293,134,314
train_images\15ABC.jpg,14,119,330,134,351
train_images\15ABC.jpg,14,118,365,133,385
train_images\15ABC.jpg,14,118,403,133,422
train_images\15ABC.jpg,14,118,439,133,459
train_images\15ABC.jpg,14,117,479,133,498
train_images\15ABC.jpg,14,117,516,134,539
train_images\15ABC.jpg,14,119,555,133,577
train_images\15ABC.jpg,14,119,591,134,613
train_images\15ABC.jpg,14,118,630,132,652
train_images\15ABC.jpg,14,118,668,132,691
train_images\15ABC.jpg,14,118,707,133,727
train_images\15ABC.jpg,14,117,745,133,765
train_images\15ABC.jpg,14,118,783,133,803
train_images\15ABC.jpg,14,119,822,134,843
train_images\15ABC.jpg,145,156,115,169,133
train_images\15ABC.jpg,145,137,185,150,204
train_images\15ABC.jpg,145,137,151,150,168
train_images\15ABC.jpg,145,136,221,150,240
train_images\15ABC.jpg,145,136,257,150,276
train_images\15ABC.jpg,145,136,292,150,313
train_images\15ABC.jpg,145,137,329,150,348
train_images\15ABC.jpg,145,136,365,150,383
train_images\15ABC.jpg,145,137,403,150,423
train_images\15ABC.jpg,145,136,440,150,461
train_images\15ABC.jpg,145,136,480,151,501
train_images\15ABC.jpg,145,137,517,151,538
train_images\15ABC.jpg,145,137,554,150,575
train_images\15ABC.jpg,145,137,591,150,613
train_images\15ABC.jpg,145,136,630,150,651
train_images\15ABC.jpg,145,136,706,150,727
train_images\15ABC.jpg,145,136,668,151,690
train_images\15ABC.jpg,145,137,745,151,765
train_images\15ABC.jpg,145,137,783,152,803
train_images\15ABC.jpg,145,137,822,152,844
train_images\15ABC.jpg,15,173,116,186,135
train_images\15ABC.jpg,15,154,185,167,204
